size,backend,trial,latency
2048,auto_dcnone,2,88.6000
4096,auto_dcnone,2,49.1000
8192,auto_dcnone,2,48.8300
16384,auto_dcnone,2,48.6400
32768,auto_dcnone,2,46.2000
65536,auto_dcnone,2,62.5000
131072,auto_dcnone,2,59.2600
262144,auto_dcnone,2,64.4200
524288,auto_dcnone,2,74.3000
1048576,auto_dcnone,2,86.5800
4,auto_dcnone,3,77.3800
8,auto_dcnone,3,98.5700
16,auto_dcnone,3,81.6300
32,auto_dcnone,3,80.8000
64,auto_dcnone,3,84.3800
128,auto_dcnone,3,82.6600
256,auto_dcnone,3,82.1000
512,auto_dcnone,3,82.3900
1024,auto_dcnone,3,84.2800
2048,auto_dcnone,3,90.1200
4096,auto_dcnone,3,45.6600
8192,auto_dcnone,3,48.0400
16384,auto_dcnone,3,53.0100
32768,auto_dcnone,3,50.1400
65536,auto_dcnone,3,65.1200
131072,auto_dcnone,3,62.7300
262144,auto_dcnone,3,66.8500
524288,auto_dcnone,3,76.6300
1048576,auto_dcnone,3,88.5500
4,auto_dcnone,4,73.1600
8,auto_dcnone,4,80.5200
16,auto_dcnone,4,80.0700
32,auto_dcnone,4,74.7000
64,auto_dcnone,4,79.8100
128,auto_dcnone,4,81.2300
256,auto_dcnone,4,75.8000
512,auto_dcnone,4,81.2800
1024,auto_dcnone,4,85.1600
2048,auto_dcnone,4,96.6900
4096,auto_dcnone,4,42.8200
8192,auto_dcnone,4,49.0600
16384,auto_dcnone,4,46.6400
32768,auto_dcnone,4,48.2600
65536,auto_dcnone,4,64.1600
131072,auto_dcnone,4,62.5500
262144,auto_dcnone,4,65.0300
524288,auto_dcnone,4,75.2700
1048576,auto_dcnone,4,87.9500
4,auto_dcnone,1,75.3400
8,auto_dcnone,1,77.7400
16,auto_dcnone,1,84.1000
32,auto_dcnone,1,83.8000
64,auto_dcnone,1,85.2800
128,auto_dcnone,1,88.2600
256,auto_dcnone,1,85.9600
512,auto_dcnone,1,88.0300
1024,auto_dcnone,1,92.3400
2048,auto_dcnone,1,103.0700
4096,auto_dcnone,1,40.1800
8192,auto_dcnone,1,40.6200
16384,auto_dcnone,1,41.5300
32768,auto_dcnone,1,39.9200
65536,auto_dcnone,1,58.7700
131072,auto_dcnone,1,57.5900
262144,auto_dcnone,1,60.8000
524288,auto_dcnone,1,71.5700
1048576,auto_dcnone,1,82.9500
4,auto_dcnone,2,78.9200
8,auto_dcnone,2,84.5500
16,auto_dcnone,2,80.2500
32,auto_dcnone,2,77.7100
64,auto_dcnone,2,79.1600
128,auto_dcnone,2,79.6100
256,auto_dcnone,2,76.5400
512,auto_dcnone,2,79.6000
1024,auto_dcnone,2,82.9500
2048,auto_dcnone,2,100.1600
4096,auto_dcnone,2,41.6500
8192,auto_dcnone,2,46.0200
16384,auto_dcnone,2,46.7700
32768,auto_dcnone,2,47.2400
65536,auto_dcnone,2,63.4300
131072,auto_dcnone,2,59.4900
262144,auto_dcnone,2,64.1700
524288,auto_dcnone,2,74.6000
1048576,auto_dcnone,2,86.1800
4,auto_dcnone,3,85.6900
8,auto_dcnone,3,90.1300
16,auto_dcnone,3,88.3200
32,auto_dcnone,3,89.1700
64,auto_dcnone,3,86.8400
128,auto_dcnone,3,89.8600
256,auto_dcnone,3,90.5300
512,auto_dcnone,3,88.3000
1024,auto_dcnone,3,95.5500
2048,auto_dcnone,3,109.1400
4096,auto_dcnone,3,47.8200
8192,auto_dcnone,3,48.7000
16384,auto_dcnone,3,49.7100
32768,auto_dcnone,3,47.8400
65536,auto_dcnone,3,65.2400
131072,auto_dcnone,3,63.5400
262144,auto_dcnone,3,67.5300
524288,auto_dcnone,3,77.8500
1048576,auto_dcnone,3,87.7500
4,auto_dcnone,4,87.4500
8,auto_dcnone,4,88.6200
16,auto_dcnone,4,83.9400
32,auto_dcnone,4,78.1900
64,auto_dcnone,4,87.7300
128,auto_dcnone,4,88.8600
256,auto_dcnone,4,90.3400
512,auto_dcnone,4,89.3600
1024,auto_dcnone,4,95.8800
2048,auto_dcnone,4,102.3800
4096,auto_dcnone,4,41.6600
8192,auto_dcnone,4,48.9200
16384,auto_dcnone,4,45.8000
